,,green ,red ,to yawn ,leg/foot ,head ,new ,thick ,warm ,you ,he/she ,they ,fat/grease ,rain ,to walk ,that ,to say ,house ,to breathe ,"to live, be alive ",stone ,"painful, sick ",when? ,Five ,lightening ,dog ,above ,to plant ,thin ,to shoot ,sea ,branch ,to choose ,tail ,big ,to fear ,to fall ,husband ,man/male ,heavy ,to think ,to swim ,woman/female ,mosquito ,to buy ,"to sniff, smell ",to scratch ,to hide ,wind ,to count ,shoulder ,to bite ,thunder ,to chew ,to hunt ,skin ,dry ,yellow ,to hear ,dirty ,liver ,fog ,"to cut, hack ",sharp ,to eat ,grass ,rotten ,mouth ,neck ,cloud ,spider ,to come ,black ,hair ,smoke ,Nine ,Fifty ,child ,this ,to kill ,fish ,to split ,"to stab, pierce ",cold ,salt ,below ,tongue ,"to die, be dead ",to squeeze ,louse ,"to know, be knowledgeable ",white ,to suck ,sand ,to sit ,back ,narrow ,One Thousand ,to grow ,sky ,"to pound, beat ",to stand ,egg ,blood ,small ,near ,father ,moon ,earth/soil ,wife ,hand,at ,and ,how? ,Ten ,far ,where? ,year ,what? ,who? ,to fly ,bird ,"no, not ","in, inside ",long ,to flow ,to cry ,to hit ,to throw ,Seven ,name ,rope ,thou ,at ,meat/flesh ,Twenty ,"dull, blunt ",to sew ,to steal ,wet ,root ,rat ,to sleep ,to lie down ,to climb ,to drink ,leaf ,tooth ,ash ,to spit ,to vomit ,"shy, ashamed ",to work ,flower ,nose ,feather ,wing ,mother ,woods/forest ,belly ,intestines ,needle ,fire ,left ,person/human being ,One ,One Hundred ,"to open, uncover ",day ,wide ,to blow ,thatch/roof ,to swell ,Two ,old ,snake ,stick/wood ,other ,dust ,star ,bone ,to dig ,"correct, true ",to turn ,fruit ,right ,short ,water ,lake ,road/path ,Three ,ear ,worm (earthworm) ,to see ,all ,"to tie up, fasten ",Six ,breast ,eye ,if ,to hold ,to burn ,Eight ,to dream ,good ,Four ,night ,to cook ,I ,we ,to laugh ,"bad, evil "
Southern Ryukyu,Tarama,oːʃaːl　,akaʃaːl,aːm,pagZï,kanamal,mïːʃaːl,?,nufuʃaːl,ɴdʒu,kanuQpitu,?,aQva,ami,alkSï,kal,ïː,jaː,ikSï-,ikil,iʃi,jam,itsï,itsïtsï,mnapSïkal,ina,waːbu,uil,piQsaːl,ilː,im,juda,?,dʒuː,upʃaːl,?,util,butu,bikidum,ĭvŭʃaːl,umuː,uigZï,midum,gadʒam,koː,kabzï,kakSï,kaQFasï,kadi,jum,katamusï,FaɴkSï,kamnal,kam,takatul,kaː,kaːrakï,kiːru,kSïkSï,sïputalmunu,?,kSïː,kSïː,?,Fuː,Fuʃa,Fuʃaru,kutsï,Fudʒïbuni,Fumu,kuvu,kSïː,QFuʃaːru,psïgi,kiFusï,kukunutsï,?,Qfa,kul,kurusï,ïdzu,ʃakil,dʒaɴkSï,piːʃaːl,maːʃu,sïta,sïta,sïɴ,?,Qsam,sïː,Qsuʃaːl,jubzï,mnagu,bzïːl,kusïbuni,ʃibaʃaːl,?,ʃudatiru,tiɴ,sïtugZï,tatsï,kuga,akatsï,imiʃsaːl,umagama,ïdza,tsïkSï,mta,tudzï,tiː,ɴ,?,nauʃiː,tuː,kadaːʃaːl,ɴda,tusï,ɴdënu,ɴdinupsïtu,budul,tul,neːɴ,naka,nagaʃaːl,?,nakSï,badʒaːl,jal,nanatsï,naː,ɴna,?,ɴ,sïːsï,?,niFuʃaːl,nuː,nusïmu,ɴmil,nivul,weːda,ninil,ninil,nuːl,num,paː,paː,karapaï,numdasï,pakSï,duːguriʃaːl,patarakSï,pana,pana,psïgi,pani,ɴma,jama,bata,nakami,pal,umutsï,piïdaːl,psïtu,psïtiːtsï,?,psïrakSï,psïːma,psïsuʃaːl,FukSï,?,Fukuril,Futaːtsï,gabaʃaːl,poː,boː,puka,gomi,pusï,puni,pul,maːɴti,magal,nal,mïːgZï,maQraːl,midzï,?,mtsï,mïːtsï,mim,miːmidʒï,miːl,mːna,musïbï,mːtsï,mni,miː,?,mutsï,jakSï,jaːtsï,?,dʒauʃaːl,juːtsï,junagatu,mununiː,baɴ,aɴta,baruː,dami
Southern Ryukyu,Taketomi,aoːɴ,agaːɴ,nubi,paɴ,suburu,miːsaɴ,?,nuQsaɴ,waː,kanupusu,?,aba,ami,arakuɴ,kari,adzuɴ,jaː,iki-,ʔikiruɴ,iʃi,?,itʃi,itʃitʃi,puturu,iɴ,ui,ibiruɴ,pisaɴ,iruɴ,sunaka,juda,?,dzuː,maijaɴ,?,utiruɴ,butu,bikidumu,guQFaɴ,umuːɴ,uːɴ,midumu,gadzaɴ,kauɴ,kabuɴ,gadzuɴ,kakusuɴ,kadʒi,jumuɴ,kata,?,kaɴnaːru,kamuɴ,?,kaː,kaːrakuɴ,kiːru,sïkuɴ,janijaɴ,?,kiru,kisuɴ,?,QFuɴ,Qsa,Qsaruɴ,Futʃi,nubi,Fumu,kumu,kuːɴ,Qfoːɴ,kiː,kiboːʃi,kukunutʃi,?,jarabi,kuri,kurasuɴ,idzu,?,piQkuɴ,piːjaɴ,maːsu,Qsaːra,ʃita,maːrasuɴ,?,Qsaɴ,Qʃeːɴ,Qsoːɴ,suːɴ,inoɴ,biruɴ,kuʃinaka,ʃibaːɴ,?,sudatiruɴ,tiɴ,tataQkuɴ,tatuɴ,koːma,ʃiː,gumaːɴ,ʃikaːɴ,aːja,ʃiki,dʒiː,tudʒi,tiː,na,?,nuːʃi,tuː,tuːwaɴ,maː,tuʃi,nuːnu,taQtaː,tubuɴ,tul,naːnu,naka,naːɴ,?,nakuɴ,ʃitunauɴ,naɴguɴ,nanatʃi,naː,na,?,naː,ʃiːʃi,?,duɴnaɴ,nuːɴ,nusumuɴ,dzoQFuɴ,niː,ujadza,nibuɴ,nibuɴ,nuːruɴ,numuɴ,paː,paː,pai,pakuɴ,pakuɴ,hakajaɴ,patarakuɴ,pana,pana,pani,pani,abu,jama,bata,bata,paru,piː,pidari,pusu,piːtʃi,?,puraQkuɴ,pusuma,pidzoːɴ,Fukuɴ,Fukuɴ,Fukuruɴ,Futaːtʃi,Qfumuɴ,pabu,bau,Fukanu,Fukui,puʃi,puni,puruɴ,Funtoː,magaruɴ,naru,niːri,iʃikaːɴ,midʒi,?,mitʃi,miːtʃi,miɴ,miːmadʒi,miruɴ,muːru,musubuɴ,muːtʃi,ɴːni,miː,?,mutuɴ,jakuɴ,jaːtʃi,?imimiruɴ,misaɴ,juːtʃi,juːru,usai,baɴ,baɴtaː,barauɴ,waQsaɴ
Southern Ryukyu,Ishigaki,ausaːɴ,akasaːɴ,akubi,haɴ,tsïːburï,miːʃaɴ,aQtsaɴ,nuFusaɴ,?,?,?,aba,aːmi,araguɴ,?,aɴkuɴ,jaː,ʔiki-,nutsïmuiɴ,ʔiʃi,jamuɴ,ʔitsï,ʔitsïQtsï,puturï,iɴ,ui,ʔibiruɴ,psïʃĭsaːɴ,ʔutsuɴ,tumoːrï,juda,?,dzuː,maiʃaːɴ,nuguriʃanaruɴ,ʔutiruɴ,budu,bigiduɴ,ɴbusaɴ,ʔumuiɴ,ʔumuɴ,miduɴ,gadzaɴ,kauɴ,kabuɴ,kakuɴ,kadzameː,kadʒi,saɴmiɴsïː,kata,kamuɴ,kaɴnariː,kamuɴ,umudzaturï,kaː,kaːraguɴ,kSïɴkSïɴ,sïkuɴ,janiQʃaːɴ,?,kSïrï,kisïɴ,?,hoːɴ,Fusa,Fusariɴ,Futʃi,nubi,kumu,Fumu,kSïːɴ,FuFuːsaɴ,kiː,kifuː,kukunutsï,?,Faː,?,kurasuɴ,ʔidʒï,?,Qsï,piːʃaɴ,maːsu,ʃita,sïta,maːrasuɴ,?,Qsaɴ,ʃiɴ,sïsïsaːɴ,suːɴ,inoː,biruɴ,kusu,?ibasaːɴ,?,Fudubasuɴ,tiɴ,tataguɴ,tatsuɴ,tunaga,tsïː,gumasaːɴ,tsïkasaːɴ,aja,tsïkSï,ɴta,tudzï,tiː,ɴga,tu,?,tuː,tuːsaːɴ,?,tusï,noː,?,majaːruɴ,turï,nu,naka,naːsaːɴ,?,nakuɴ,sïtaguɴ,naɴgiruɴ,nanatsï,naː,tsïna,?,gadu,niku,?,nuduːsaɴ,noːɴ,nusumuɴ,dzoQFiɴ,niː,?ujaɴtʃu,nibuɴ,nibuɴ,nuburuɴ,numuɴ,paː,haː,hai,hakuɴ,agiruɴ,baQkaiʃaɴ,pataraguɴ,pana,pana,kiː,pani,aQpa,matsïjama,bada,bada,parï,psïː,psïdarï,psïtu,psïtiːdzï,?,puragZï,psïroːma,maiʃaːɴ,?,jaːnupsïsa,Fukuriruɴ,Futaːdzï,Furusaːɴ,habu,boː,Fuka,Fukui,pusï,Funi,purï,Funtoː,magaruɴ,narï,neːra,iɴtsïkasaːɴ,midzï,?,mïtsï,miːtsï,miɴ,mimidʒï,miruɴ,muːru,musubï,ɴːtsï,ɴni,miː,?,mutsïɴ,jakuɴ,jaːtsï,imi,dʒoːtoː,juːtsï,juːrï,hoːmuɴ,?,?,baːroː,warusaɴ
Southern Ryukyu,Hateruma,ohaɴmi,agahaɴ,uːbzï,paɴ,amasukuru,meːsahaɴ,atsahaɴ,noːsahaɴ,?,?,?,aba,ami,aruguɴ,?,enuɴ,çiː,ʔïsï-,iguɴ,ʔiʃi,jamuɴ,ʔitsï,ʔiQsï,putʃiri,inu,ʔui,ʔibiru,psïʃahaɴ,ʔutsuɴ,ina,juda,?,busupu,busahaɴ,gohaɴnaruɴ,ʔutʃiruɴ,budu,bidumu,sïtagiʃihaɴ,muɴ,ʔuɴ,midumu,gaɴdzaɴ,koːɴ,kabuɴ,hakuɴ,hakoːsuɴ,kadʒi,jumuɴ,kata,kamisïkuɴ,kaɴnaːrï,kamuɴ,?,kaː,karuguɴ,kSïɴkSïʃahaɴ,sïkuɴ,jaɴʃihaɴ,?,kSïsï,Qsuɴ,?,hoɴ,Futsa,Futsariruɴ,Futsï,mansïɴ,Fumoɴ,sïFuku,kuɴ,Fuːhahaɴ,kiː,kipusïː,hakonutsï,?,ʔutama,?,kurasuɴ,juː,?,satsuɴ,piʃahaɴ,maːsu,sïtarï,sïta,maːrasuɴ,?,saːɴ,bagaruɴ,Qsoːʃahaɴ,Qsuɴ,iʃoɴ,bzïruɴ,iʃinaga,sïpahan,?,sïnatsïruɴ,dʒiɴ,kurasuɴ,tatsïɴ,këː,dzïː,?iʃsagahan,sïkahaɴ,?ija,sïkëɴ,ɴta,tuɴ,sïː,ʃi,tu,?,tuː,tuːsahaɴ,?,tusï,nuːjabaɴ,?,buɴtsuɴ,turï,nu,naga,naːhaɴ,?,naːguɴ,kurasuɴ,naɴgiruɴ,nanatsï,naɴ,sïnaː,?,naga,niku,?,niFuQtsahaɴ,nuːɴ,nusïmuɴ,doQfariruɴ,niɴ,?ujaɴtʃu,nuQFuɴ,nuQFuɴ,nuburuɴ,numuɴ,paː,Futsïnupaɴ,pëː,pakuɴ,muduʃiɴ,pasïkahaɴ,pataraguɴ,pana,pana,kiː,pani,abuwă,jama,bata,bata,parï,psï,psïnarï,psïtu,psïtsïtsï,?,puraguɴ,psïsuː,psïsuhaɴ,?,çiːnuui,Fukuraɴ,Futaːtsï,?,paku,agu,Fuka,Fukudzï,putsï,puni,puruɴ,Funtoː,maːruɴ,mëː,nerï,marohaɴ,midzï,?,mïtsï,mïːtsï,miʃukurumiɴ,mimidʒï,miruɴ,muːruɴ,musïpuɴ,ɴːtsï,nitsï,miɴ,?,mutsuɴ,jaguɴ,jaːtsï,imi,miʃahaɴ,juːtsï,juru,munu,?,?,baːruɴ,waQsahaɴ
Southern Ryukyu,Yonaguni,dirumidiru,agaɴtai,agu,sanda,ɴg?usa,atarasaɴ,atsaɴ,nukusaɴ,?,?,?,aɴda,ami,aiguɴ,?,ɴduɴ,da,ʔiti-,ʔiguɴ,itʃi,damuɴ,ʔitʃi,ʔitʃitʃi,Futi,inu,ʔijabi,biruɴ,çitsaɴ,ʔutuɴ,ʔunuaga,juda,?,duɴpani,maisa,niguragunaruɴ,ʔutiruɴ,butu,biɴga,ʔiɴsaɴ,ʔumuɴ,ʔuguɴ,minuŋa,kadaɴku,kuɴ,kabuɴ,kaguɴ,kami,kadi,dumi,kaja,puitsuɴ,kaɴnari,kamuɴ,?,ka,karaguɴ,kirui,k?uɴ,dinaɴ,?,tʃiri,tsuɴ,?,Fuɴ,tsa,tsariruɴ,t?i,nubi,ɴmu,kubu,kuɴ,Furu,ki,kibuɴtʃi,kugunutʃi,?,agami,?,kuruɴ,iu,?,tsami,çisaɴ,maʃi,t?ara,t?a,maisuɴ,?,tsaɴ,ʔatiʔaɴ,tsudari,?,tʃinaɴ,ɴturuɴ,kutʃ?ibuni,ʃibaɴ,?,kanuɴ,tiɴ,?ut?uɴ,tat?uɴ,kaiŋu,tʃi,gumatati,t?aɴ,?ija,ubuta,dinaga,tuɴ,ti,?,t?u,?,tu,tuɴ,?,tutʃi,nuɴ,?,tubuɴ,hatu,nuɴ,naga,nasaɴ,?,naguɴ,?ut?uɴ,naŋi,nanatʃi,na,ɴna,?,?,niku,?,?,nuɴ,nutʃimuɴ,ɴgaruɴ,ni,ujaɴtu,niɴduɴ,niɴduɴ,nuruɴ,numuɴ,ha,ha,çiguɴ,haguɴ,haguɴ,d?uhaɴkanu,hatarati,hana,hanaburu,ki,pani,abuta,jama,bata,bata,hai,tʃ?i,ɴdai,t?u,tutʃi,?,agiruɴ,?,maisaɴ,?,danutʃ?iɴ,kuriruɴ,tatʃi,Furumunu,tugara,su,Fuga,k?uɴ,Futʃi,Funi,Fui,mamuni,gaɴmai,nai,migi,maraɴ,miɴ,?,amiti,mitʃi,miɴtaFu,timimi,ɴnuɴ,muru,ɴmaɴki,mutʃi,tʃimumuti,mi,?,mutuɴ,daguɴ,datʃi,imi,ɴsaɴ,dutʃi,duru,ɲarumunu,?,?,baruɴ,barasaɴ
,Old Japanese,awoʃi,akaʃi,?,aʃi,kaʃira,ataraʃi,atuʃi,atatakeʃi,na,?anuQtʃu,kare-,abura,amë,ajume,kare,iFu,ie,ikiduku,iku,iʃi,itamu,itu,itu,inabikari,inu,uhe,uu,usuʃi,utsu,umi,eda,eraFu,wo,öFö-,ösöru,ötu,wo,wo,omoʃi,ömöFu,öjögu,me,ka,kaFu,kagu,kaku,kakusu,kadze,kadzoFu,kata,kamu,narukami,kamu,karu,kaha,kawaku,ki,kiku,kitanaʃi,kimo,kïri,kiru,toʃi,kuFu,kusa,kusaru,kuti,kubi,kumo,kumo,ku,kuroʃi,kë,keburi,kokono,i,waraha,köre,körösu,uwo,saku,tuku,samuʃi,ʃihö,ʃita,ʃita,ʃinu,?,ʃirami,ʃiru,ʃiroʃi,suhu,isago,wiru,se,sebaʃi,tʃi,?,sora,utsu,tatu,ko,ti,tiçisaʃi,tikaʃi,titi,tukï,tuti,tuma,të,te,tö,ikani,to,töhöʃi,iduku,töʃi,nani,ta,töbu,töri,nu,naka,nagaʃi,nagaru,naku,utu,nagu,nana,na,tuna,nare,ni,ʃiʃi,hata,nibuʃi,nuFu,nusumu,nuru,ne,nedzumi,inu,köjaru,noboru,nömu,ha,ha,haçi,haku,haku,hadzukaʃi,?,hana,hana,hane,hane,haha,hajaʃi,wata,wata,hari,çï,çidari,çitö,çitö,ho,çiraku,çiru,çiröʃi,Fuku,Fuku,haru,Futa,Furuʃi,hëmi,sawo,ataʃi,tiri,höʃi,höne,horu,masaʃi,magaru,mï,migi,midʒikaʃi,midu,umi,miti,mi,mimi,?,miru,mïna,musubu,mu,mune,më,moʃi,mötu,moju,ja,ime,jöʃi,jö,jo,iru,ware,ware,wataFu,aʃi
,Middle Japanese,awoʃi,akaʃi,akubi,aʃi,atama,ataraʃi,atsuʃi,atatakaʃi,anata,anoçito,karera,abura,ame,ajumu,are,iFu,ihe,iki-,iku,iʃi,itamu,itsu,itsu,inabikari,inu,uhe,uu,usuʃi,utsu,umi,eda,erabu,wo,oFo,osoru,otʃiiru,wotsuto,wo,omoʃi,omoFu,ojogu,me,ka,kaFu,kagu,kaku,kakusu,kadze,kadzoFu,kata,kamitsuku,kaminari,kamu,kari,kaha,kawaku,ki,kiku,kitanaʃi,kimo,kiri,kiru,?,kuFu,kusa,kusaru,kutʃi,kubi,kumo,kumo,ku,kuroʃi,ke,kemuri,kokonotsu,?,kodomo,kore,korosu,iwo,saku,sasu,samuʃi,ʃiho,ʃita,ʃita,ʃinu,ʃiboru,ʃirami,ʃiru,ʃiro,suçiː,suna,swaru,senaka,semaʃi,tʃi,sodateː,sora,tataku,tatsu,tamago,tʃi,tʃiçisaʃi,tʃikaʃi,tʃitʃi,tsuki,tsuʃi,tsuma,te,de,to,dou,?,tohoʃi,doko,toʃi,dono,donoçito,tobu,tori,nu,naka,nagai,nagare,naku,utsu,nagu,nanatsu,na,wo,naɴdʒi,ni,niku,hata,nibuʃi,nuFu,nusumu,nure,ne,nedzumi,neburu,nu,noboru,nomu,ha,ha,haçi,haku,haku,hadʒigahaʃi,hataraku,hana,hana,hane,hane,haha,hajaʃi,hara,harawata,hari,çi,çidari,çito,çitotsu,çaku,çiraku,çiru,çiroʃi,Fuku,Fuku,Fukuragu,Futatsu,Furuʃi,hebi,bau,hoka,hokori,hoʃi,hone,horu,makoto,magaru,mi,migi,midʒikaʃi,midzu,midzuumi,mitʃi,mitsu,mimi,mimidzu,miru,miɴna,musubu,mutsu,mune,me,moʃi,motsu,jaku,jatsu,jumemiru,joʃi,jotsu,joru,iru,ware,wareware,waraFu,waruʃi
